DEPARTMENT OF COMMERCE,USA,Federal Register,c41e238346fb6b1225860103d01841b31b49a0b9.txt,https://api.govinfo.gov/packages/FR-2020-11-25/granules/2020-26102/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-25,2020-26102,Federal,"NMFS apportions amounts of the non-specified reserve to the initial total allowable catch (ITAC) of Bering Sea and Aleutian Islands (BSAI) arrowtooth flounder, BSAI ``other flatfish,'' Bering Sea subarea and Eastern Aleutian District (BS/EAI) blackspotted/rougheye rockfish, Western Aleutian District and Central Aleutian District (WAI/CAI) blackspotted/rougheye rockfish, BSAI skates; and to the total allowable catch (TAC) of BSAI Alaska plaice. This action is necessary to allow the fisheries to continue operating. It is intended to promote the goals and objectives of the fishery management plan for the BSAI management area.",Fisheries of the Exclusive Economic Zone Off Alaska; Several Groundfish Species in the Bering Sea and Aleutian Islands Management Area,https://api.govinfo.gov/packages/FR-2020-11-25/granules/2020-26102/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,f6d81f79248d52aa1543cb0c2f393163474092e6.txt,https://api.govinfo.gov/packages/FR-2020-11-25/granules/2020-25824/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-25,2020-25824,Federal,"The Environmental Protection Agency (EPA) is amending the Toxic Substances Control Act (TSCA) Chemical Data Reporting (CDR) regulations by extending the submission deadline for 2020 reports to January 29, 2021. This is the final extension for the 2020 submission period only. The CDR regulations require manufacturers (including importers) of certain chemical substances included on the TSCA Chemical Substance Inventory (TSCA Inventory) to report data on the manufacturing, processing, and use of the chemical substances.",Chemical Data Reporting; Final Extension of the 2020 Submission Period,https://api.govinfo.gov/packages/FR-2020-11-25/granules/2020-25824/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,c9bbe463408259d50372e01e9a4d5cddce247811.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25918/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-25918,Federal,"We, the U.S. Fish and Wildlife Service, announce the availability of our draft recovery plan for sharpnose shiner and smalleye shiner, two fish species listed as endangered under the Endangered Species Act. The two species are broadcast-spawning minnows currently restricted to the upper Brazos River Basin in north-central Texas. We provide this notice to seek comments from the public and Federal, Tribal, State, and local governments.",Endangered and Threatened Wildlife and Plants; Draft Recovery Plan for Sharpnose Shiner and Smalleye Shiner,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25918/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,7b54af57974bb9b4db2fcb7ba9d4797ef374d716.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25884/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-25884,Federal,"The Environmental Protection Agency (EPA) is announcing the availability of the final Toxic Substances Control Act (TSCA) risk evaluation of Trichloroethylene (TCE). The purpose of conducting risk evaluations under TSCA is to determine whether a chemical substance presents an unreasonable risk of injury to health or the environment under the conditions of use, including an unreasonable risk to a relevant potentially exposed or susceptible subpopulation, without consideration of costs or other nonrisk factors. EPA has determined that specific conditions of use of TCE present an unreasonable risk of injury to health or the environment. For those conditions of use for which EPA has found an unreasonable risk, EPA must take regulatory action to address that unreasonable risk through risk management measures enumerated in TSCA. EPA has also determined that specific conditions of use do not present unreasonable risk of injury to health or the environment. For those conditions of use for which EPA has found no unreasonable risk to health or the environment, the Agency's determination is a final Agency action and is issued via order in the risk evaluation.",Trichloroethylene (TCE); Final Toxic Substances Control Act (TSCA) Risk Evaluation; Notice of Availability,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25884/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,343868a013a7eb97f8d901be591e7ec79034304f.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25968/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-25968,Federal,"The Environmental Protection Agency (EPA) is publishing an updated list of EPA financial assistance programs which states may choose to review under their Single Point of Contact (SPOC) intergovernmental review processes. These programs are also eligible for intergovernmental review by directly affected state, areawide, regional, and local entities if a state does not have a SPOC or chooses not to review an application for EPA financial assistance. EPA is also streamlining the intergovernmental review process and is offering the public an opportunity to comment on the revisions.","Agency Programs Subject to Intergovernmental Review Under Executive Order 12372, Section 204 of the Demonstration Cities and Metropolitan Development Act, and Section 401(a) of the Intergovernmental Cooperation Act of 1968",https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25968/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,3bd0e2ae6b74826b7e8ecf2e25ed19f656800cbd.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25929/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-25929,Federal,,"Lone Tree Wind, LLC; Notice of Institution of Section 206 Proceeding and Refund Effective Date",https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25929/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,b2fe139f0732cd9efc7e6604d8792900d6e0a0bc.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25679/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-25679,Federal,"FHWA requests comments on a proposed revision to the design standards and standard specifications applicable to new construction, reconstruction, resurfacing (except for maintenance resurfacing), restoration, and rehabilitation projects on the National Highway System (NHS). The proposed rule would allow States to undertake resurfacing, restoration, and rehabilitation (RRR) projects on freeways, including Interstate highways. The proposed rule would incorporate by reference the latest versions of design standards and standard specifications previously adopted and incorporated by reference, and would remove the corresponding outdated or superseded versions of these standards and specifications.",Design Standards for Highways,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25679/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,a103dc1984e0473a94f9c2a36866f0c05dab6aff.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25971/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-25971,Federal,"FMCSA clarifies the definition of the terms ``any agricultural commodity,'' ``livestock,'' and ``non-processed food,'' as the terms are used in the definition of ``agricultural commodity'' for the purposes of the Agency's ``Hours of Service (HOS) of Drivers'' regulations. Under current regulations, drivers transporting agricultural commodities, including livestock, from the source of the commodities to a location within 150 air miles of the source, during harvest and planting seasons as defined by each State, are exempt from the HOS requirements. Furthermore, the HOS requirement for a 30-minute rest break does not apply to drivers transporting livestock in interstate commerce while the livestock are on the commercial motor vehicle. This interim final rule (IFR) clarifies the meaning of these existing definitional terms to ensure that the HOS exemptions are utilized as Congress intended.",Hours of Service of Drivers; Definition of Agricultural Commodity,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-25971/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,2ce65e240b6b89c44c908fdc6efdce422bb733dc.txt,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-24690/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-24,2020-24690,Federal,"The Environmental Protection Agency (EPA) is approving the negative declarations submitted to satisfy the requirements of the Emission Guidelines and Compliance times for Municipal Solid Waste Landfills (MSW) for the City of Philadelphia, located in the Commonwealth of Pennsylvania, and the District of Columbia. The negative declaration certifies that there are no existing facilities in the City of Philadelphia or the District of Columbia that must comply with this rule.",Approval and Promulgation of State Plans for Designated Facilities and Pollutants; City of Philadelphia and District of Columbia,https://api.govinfo.gov/packages/FR-2020-11-24/granules/2020-24690/summary?api_key=
FEDERAL DEPOSIT INSURANCE CORPORATION,USA,Federal Register,312092521cc6c5c7b6f8f7c24dd5c3063c6b31d9.txt,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25820/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-23,2020-25820,Federal,"Pursuant to the Federal Deposit Insurance Act, the Board of Directors of the Federal Deposit Insurance Corporation designates that the Designated Reserve Ratio (DRR) for the Deposit Insurance Fund shall remain at 2 percent for 2021.\1\ The Board is publishing this notice as required by the Federal Deposit Insurance Act. ---------------------------------------------------------------------------",Designated Reserve Ratio for 2021,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25820/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,c6b0ea30171b91997f095902ace8d53abad72d18.txt,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25805/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-23,2020-25805,Federal,,"Briel Farm Solar, LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization",https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25805/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,1100480594fff7b54689f0dcab460a2e6bc310a0.txt,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25030/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-23,2020-25030,Federal,"The U.S. Department of Transportation (DOT) proposes to update and codify its internal order establishing the responsibilities and procedures for complying with the National Environmental Policy Act (NEPA), currently found in DOT Order 5610.1C, ``Procedures for Considering Environmental Impacts,'' which was issued in 1979 and last updated in 1985. This proposal would update the DOT NEPA procedures in response to the Council on Environmental Quality's (CEQ's) final rule updating its NEPA procedures and also incorporate provisions of the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users (SAFETEA-LU); Moving Ahead for Progress in the 21st Century Act (MAP-21); and the Fixing America's Surface Transportation (FAST) Act related to the Department's environmental review process. This proposed rule would modernize the Department's procedures and promote collaboration and efficiency in the implementation of NEPA. Finally, this proposal would also update the list of the Department's categorical exclusions consistent with the CEQ's regulations implementing NEPA.",Procedures for Considering Environmental Impacts,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25030/summary?api_key=
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,USA,Federal Register,e03cd76aa3311407e14bfeccd85478e9974d75ec.txt,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25105/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-23,2020-25105,Federal,"This proposed rule would amend Federal Housing Administration (FHA) regulations to allow mortgagors the option to purchase private flood insurance on FHA-insured mortgages for properties located in Special Flood Hazard Areas (SFHAs), in satisfaction of the mandatory purchase requirement of the Flood Disaster Protection Act of 1973 (the FDPA). The FDPA, as amended, requires the owner of a property mapped in a SFHA, and located in a community participating in the National Flood Insurance Program, to purchase flood insurance as a condition of receiving a mortgage backed by the GSEs, VA, USDA, or FHA.",Acceptance of Private Flood Insurance for FHA-Insured Mortgages,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25105/summary?api_key=
DEPARTMENT OF DEFENSE,USA,Federal Register,3c40ab83c89918b0ebba39eb5390d2cc608de285.txt,https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25428/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-23,2020-25428,Federal,DoD is issuing a final rule amending the Defense Federal Acquisition Regulation Supplement (DFARS) to remove a provision and a clause that are no longer necessary.,Defense Federal Acquisition Regulation Supplement: Repeal of DFARS Provision and Clause on Reserve Officer Training Corps and Military Recruiting on Campus (DFARS Case 2020-D002),https://api.govinfo.gov/packages/FR-2020-11-23/granules/2020-25428/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,b62c6e2417d07a8b3a867c1db0f9bed6b5a102d5.txt,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25678/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-20,2020-25678,Federal,,"Bitter Ridge Wind Farm, LLC; Notice of Institution of Section 206 Proceeding and Refund Effective Date",https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25678/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,2e073053cb45f12de2cf2551391b354029d175db.txt,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25653/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-20,2020-25653,Federal,"The Environmental Protection Agency (EPA) is announcing a virtual workshop on the Fuels Regulatory Streamlining rule ahead of its implementation date of January 1, 2021.",Fuels Regulatory Streamlining Implementation; Notification of Workshop,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25653/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,9f6e6f8c71e8628ba2b85d4b1954e99058f25436.txt,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25625/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-20,2020-25625,Federal,"We, NMFS, announce a 90-day finding on a petition to list the giant devil ray (Mobula mobular) as an endangered or threatened species under the Endangered Species Act (ESA). The petition requests that we list the giant devil ray (M. mobular) as a distinct species with a limited range throughout the Mediterranean Sea. Information in our files indicates a recent taxonomic revision that found M. mobular and M. japanica (spinetail devilray) to be synonymous species (i.e., same taxon described and named more than once independently) with circumglobal distribution in tropical and warm temperate seas. The petition relies on obsolete information to identify the species, and therefore we find that the petition does not present substantial scientific or commercial information indicating that the petitioned action may be warranted.",Endangered and Threatened Wildlife; 90-Day Finding on a Petition To List the Giant Devil Ray as Threatened or Endangered Under the Endangered Species Act,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25625/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,0cfb47cc88e5de3763ab66d8be9fa6d603510ffe.txt,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25622/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-20,2020-25622,Federal,"The Environmental Protection Agency (EPA) is issuing a Notice of Intent to partially delete four sites from the National Priorities List (NPL) and requests public comments on this proposed action. The NPL, promulgated pursuant to section 105 of the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) of 1980, as amended, is an appendix of the National Oil and Hazardous Substances Pollution Contingency Plan (NCP). The EPA and the states, through their designated state agencies, have determined that all appropriate response actions under CERCLA, other than operation and maintenance, monitoring, and five-year reviews, where applicable, have been completed. However, this deletion does not preclude future actions under Superfund. The sites proposed for partial deletion, their location and media or areas proposed for deletion from the NPL are specified in Table 1 and Table 2 in the Supplementary Information section of this document. The remaining media or areas of the sites will remain on the NPL and are not being considered for deletion as part of this action.",Proposed Deletions From the National Priorities List,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25622/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,3df4f40b3be6a7830ecfc3a06b362d4cb4e61015.txt,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25004/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-11-20,2020-25004,Federal,NMFS publishes revisions to the final 2020 and 2021 harvest specifications for the 2021 groundfish fisheries of the Gulf of Alaska (GOA) that are required by the final rule implementing Amendment 109 to the Fishery Management Plan for Groundfish of the Gulf of Alaska (FMP). This action is necessary to revise the 2021 seasons associated with the pollock fishery and revise the trawl catcher vessel sector's Pacific cod seasonal apportionments of the total allowable catch in the Western and Central Regulatory Areas of the GOA. The intended effect of this action is to conserve and manage the groundfish resources in the GOA in accordance with the FMP and the Magnuson-Stevens Fishery Conservation and Management Act.,Fisheries of the Exclusive Economic Zone Off Alaska; Gulf of Alaska; Revised Final 2020 and 2021 Harvest Specifications for Groundfish,https://api.govinfo.gov/packages/FR-2020-11-20/granules/2020-25004/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,0ad9f7ac245fd6ac558724c0938f35ad82d55549.txt,https://api.govinfo.gov/packages/FR-2020-12-17/granules/2020-27856/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-12-17,2020-27856,Federal,"On July 16, 2019, the Department of Justice and the Department of Homeland Security (``DOJ,'' ``DHS,'' or, collectively, ``the Departments'') published an interim final rule (``IFR'') governing asylum claims in the context of aliens who enter or attempt to enter the United States across the southern land border between the United States and Mexico (``southern land border'') after failing to apply for protection from persecution or torture while in a third country through which they transited en route to the United States. This final rule responds to comments received on the IFR and makes minor changes to regulations implemented or affected by the IFR for clarity and correction of typographical errors.",Asylum Eligibility and Procedural Modifications,https://api.govinfo.gov/packages/FR-2020-12-17/granules/2020-27856/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,6ac40b437f56bee9649ff3b8f5d19b9da9be4201.txt,https://api.govinfo.gov/packages/FR-2020-12-23/granules/2020-28436/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-12-23,2020-28436,Federal,"On July 9, 2020, DHS and DOJ (collectively, ``the Departments'') published a notice of proposed rulemaking (``NPRM'') clarifying that the danger to the security of the United States statutory bar to eligibility for asylum and withholding of removal may encompass emergency public health concerns. This final rule responds to comments received in response to the NPRM and reflects (and in some instances, modifies) intervening changes made to the regulatory framework by Procedures for Asylum and Withholding of Removal; Credible Fear and Reasonable Fear Review, published December 11, 2020 (``Global Asylum Final Rule''). Namely, it amends existing regulations to clarify that in certain circumstances there are ``reasonable grounds for regarding [an] alien as a danger to the security of the United States'' or ``reasonable grounds to believe that [an] alien is a danger to the security of the United States'' based on emergency public health concerns generated by a communicable disease, making the alien ineligible to be granted asylum in the United States under section 208 of the Immigration and Nationality Act (``INA'') or the protection of withholding of removal under the INA (``statutory withholding of removal'') or subsequent regulations (because of the threat of torture). The final rule further allows DHS to exercise its prosecutorial discretion regarding how to process individuals subject to expedited removal who are determined to be ineligible for asylum and withholding of removal in the United States because they are subject to the danger to the security of the United States. Finally, the rule modifies the process in expedited removal proceedings for screening aliens for potential eligibility for deferral of removal (who are ineligible for withholding of removal as subject to the danger to the security of the United States bar).",Security Bars and Processing,https://api.govinfo.gov/packages/FR-2020-12-23/granules/2020-28436/summary?api_key=
BUREAU OF CONSUMER FINANCIAL PROTECTION,USA,Federal Register,7a3d0e55e3d30c68f52027d27a11c79c45ac6040.txt,https://api.govinfo.gov/packages/FR-2020-12-29/granules/2020-27571/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-12-29,2020-27571,Federal,"With certain exceptions, Regulation Z requires creditors to make a reasonable, good faith determination of a consumer's ability to repay any residential mortgage loan, and loans that meet Regulation Z's requirements for ``qualified mortgages'' (QMs) obtain certain protections from liability. Regulation Z contains several categories of QMs, including the General QM category and a temporary category (Temporary GSE QMs) of loans that are eligible for purchase or guarantee by government-sponsored enterprises (GSEs) while they are operating under the conservatorship or receivership of the Federal Housing Finance Agency (FHFA). The Bureau of Consumer Financial Protection (Bureau) is issuing this final rule to create a new category of QMs (Seasoned QMs) for first-lien, fixed-rate covered transactions that have met certain performance requirements, are held in portfolio by the originating creditor or first purchaser for a 36-month period, comply with general restrictions on product features and points and fees, and meet certain underwriting requirements. The Bureau's primary objective with this final rule is to ensure access to responsible, affordable mortgage credit by adding a Seasoned QM definition to the existing QM definitions.",Qualified Mortgage Definition Under the Truth in Lending Act (Regulation Z): Seasoned QM Loan Definition,https://api.govinfo.gov/packages/FR-2020-12-29/granules/2020-27571/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,61c584b26ad28a0b07eed5a8d60853cdb935ac1e.txt,https://api.govinfo.gov/packages/FR-2021-01-05/granules/2020-28610/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-05,2020-28610,Federal,"The final rule implements the changes made by section 4005 of the Agriculture Improvement Act of 2018 (the Act) to the Supplemental Nutrition Assistance Program (SNAP) pertaining to the Employment and Training (E&T) program and aspects of the work requirement for able- bodied adults without dependents (ABAWDs). In general, these changes are related to strengthening the SNAP E&T program, adding workforce partnerships as a way for SNAP participants to meet their work requirements, and modifying the work requirement for ABAWDs.",Employment and Training Opportunities in the Supplemental Nutrition Assistance Program,https://api.govinfo.gov/packages/FR-2021-01-05/granules/2020-28610/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,5f13ce18d0a962af612fd37081bbdb5765b0ca48.txt,https://api.govinfo.gov/packages/FR-2021-01-06/granules/2020-28693/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-06,2020-28693,Federal,"The Environmental Protection Agency (EPA) is finalizing a rule under the Toxic Substances Control Act (TSCA) to address its obligations under TSCA for hexachlorobutadiene (HCBD) (CASRN 87-68-3), which EPA has determined meets the requirements for expedited action under TSCA. This final rule prohibits all manufacturing (including import), processing, and distribution in commerce of HCBD and HCBD- containing products or articles, recognizing that there is unintentional production of HCBD as a byproduct during the production of chlorinated solvents, and that results in distribution in commerce of a very limited subset of that byproduct for burning as a waste fuel. These requirements will impact the amount of HCBD that will be manufactured, processed, distributed in commerce, used or disposed, thus reducing the exposures to humans and the environment from those activities prohibited under this final rule.","Hexachlorobutadiene (HCBD); Regulation of Persistent, Bioaccumulative, and Toxic Chemicals Under TSCA Section 6(h)",https://api.govinfo.gov/packages/FR-2021-01-06/granules/2020-28693/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,b9bd688abce2031201f4e9d06dda7ba5955ad3b3.txt,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00054/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-07,2021-00054,Federal,"We, the U.S. Fish and Wildlife Service (FWS, Service, we), define the scope of the Migratory Bird Treaty Act (MBTA or Act) as it applies to conduct resulting in the injury or death of migratory birds protected by the Act. We determine that the MBTA's prohibitions on pursuing, hunting, taking, capturing, killing, or attempting to do the same, apply only to actions directed at migratory birds, their nests, or their eggs.",Regulations Governing Take of Migratory Birds,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00054/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,31cf05aaa10aff3075c03734588d8e8879acb246.txt,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00057/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-07,2021-00057,Federal,This notice announces the Environmental Protection Agency (EPA) approval of the State of Tennessee's request to revise/modify certain of its EPA-authorized programs to allow electronic reporting.,"Cross-Media Electronic Reporting: Authorized Program Revision Approval, State of Tennessee",https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00057/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,ea8324969eaf104da3e34a3eb8dfc532f7c61642.txt,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00023/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-07,2021-00023,Federal,"The Environmental Protection Agency (EPA) is announcing the availability of the MOtor Vehicle Emission Simulator model (MOVES3) for official purposes outside of California. MOVES3 is the latest state-of- the art upgrade to EPA's modeling tools for estimating emissions from cars, trucks, buses, and motorcycles based on the latest data and regulations. MOVES3 is available for use in state implementation plans (SIPs) and transportation conformity analyses outside of California. This notice starts a two-year grace period before MOVES3 will need to be used as the latest EPA emissions model in new regional emissions analyses and a two-year grace period before MOVES3 will need to be used in new hot-spot analyses for transportation conformity determinations outside of California.",Official Release of the MOVES3 Motor Vehicle Emissions Model for SIPs and Transportation Conformity,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00023/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,aededa0ffaa5f10ab839ad64a792b1df07fa28ce.txt,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00032/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-07,2021-00032,Federal,"NMFS announces a 5-year review of staghorn coral (Acropora cervicornis), elkhorn coral (Acropora palmata), pillar coral (Dendrogyra cylindrus), rough cactus coral (Mycetophyllia ferox), lobed star coral (Orbicella annularis), mountainous star coral (Orbicella faveolata), and boulder star coral (Orbicella franksi) under the Endangered Species Act of 1973 (ESA). A 5-year review is based on the best scientific and commercial data available at the time of the review; therefore, we are requesting submission of any such information on staghorn coral, elkhorn coral, pillar coral, rough cactus coral, lobed star coral, mountainous star coral, and boulder star coral that has become available since their original listings as threatened species or the most recent status review for staghorn and elkhorn coral in 2014.","Endangered and Threatened Species; Initiation of a 5-Year Review of Staghorn Coral, Elkhorn Coral, Pillar Coral, Rough Cactus Coral, Lobed Star Coral, Mountainous Star Coral, and Boulder Star Coral",https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00032/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,d18586ac3904dc57d9958291a9ad73b90dfa33d5.txt,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00031/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-07,2021-00031,Federal,"NMFS announces the initiation of a 5-year review for 15 Indo- Pacific reef-building corals (Acropora globiceps, Acropora jacquelineae, Acropora lokani, Acropora pharaonis, Acropora retusa, Acropora rudis, Acropora speciosa, Acropora tenella, Anacropora spinosa, Euphyllia paradivisa, Isopora crateriformis, Montipora australiensis, Pavona diffluens, Porites napopora, and Seriatopora aculeata). NMFS is required by the Endangered Species Act (ESA) to conduct 5-year reviews to ensure that the listing classifications of species are accurate. The 5-year review must be based on the best scientific and commercial data available at the time of the review. We request submission of any such information on these 15 coral species, particularly information on the status, threats, and recovery of the species that has become available since their listing, effective September 10, 2014.",Endangered and Threatened Species; Notice of Initiation of a 5-Year Review of Indo-Pacific Reef-building Corals,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00031/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,cf9d089aee6ab8a5e8e22cf15caabfec00f54290.txt,https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00005/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2021-01-07,2021-00005,Federal,"The Rural Business-Cooperative Service (RBCS), Rural Housing Service (RHS), and the Rural Utilities Service (RUS), agencies of the Rural Development mission area within the U.S. Department of Agriculture (USDA), published a document on Tuesday, September 1, 2020, announcing the Guarantee Fee rates, Guarantee percent for Guaranteed Loans, the Periodic Retention Fee, and Fee for Issuance of the Loan Note Guarantee Prior to Construction Completion for FY 2021, to be used when applying for guarantee loans under the aforementioned guarantee loan types. The document was missing a guarantee percentage specific to the State of Alaska and information regarding collection of the periodic guarantee retention fee.","OneRD Annual Notice of Guarantee Fee Rates, Periodic Retention Fee Rates, Loan Guarantee Percentage and Fee for Issuance of the Loan Note Guarantee Prior to Construction Completion for Fiscal Year 2021; correction",https://api.govinfo.gov/packages/FR-2021-01-07/granules/2021-00005/summary?api_key=
